,Best months for climbing:,Continent:,Convenient Center:,Country:,Difficulty:,Elevation (feet):,Elevation (meters):,First successful climber(s):,Latitude:,Longitude:,Nearest major airport:,Range/Region:,State:,Year first climbed:
Mount Stuart,"Jun, Jul, Aug",North America,"Leavenworth, Washington",United States,Technical Climb,9415,2869,A. McPherson and party,47.475158,-120.902395,"Seattle, Washington",Cascade Range,Washington,1873
